case_label,stress,q0,w0_scale,T,classification_from_prior_scan,classification_from_rerun,basin_label_from_prior_scan,basin_label_from_rerun,tail_mean_w,tail_min_w,tail_slope_w,tail_mean_q,q_change,previous_window_mean_w,latest_window_mean_w,relative_change_between_last_windows,rhs_norm,state_norm,normalized_residual,min_n,min_w,min_q,max_q,min_z,physical,q_clip_count,q_clip_max_violation,notes
persistent_case,0.1584375,0.1,0.1,1600.0,persistent_steady,persistent_steady,persistent_basin,persistent_basin,0.6416666583772617,0.6416666249667551,7.50609065658737e-11,0.21415079353792016,0.11415079176610596,0.6416692031644564,0.6416666583772617,-3.965886444599756e-06,3.761407757828632e-12,4.88044135158125,7.707105744872738e-13,3.7926151917454805,0.06416430520031438,0.05625024261723217,0.21491539418780095,0.6372786952976882,True,0,0.0,classification_matches_prior;basin_label_matches_prior
extinct_case,0.16486816,0.9,0.02,1600.0,extinct_steady,extinct_steady,extinct_basin,extinct_basin,8.981075559351857e-12,3.391768317988458e-12,3.651355791705491e-14,9.90135702314297e-06,-0.8999991826766532,1.6148837305487465e-12,8.981075559351857e-12,4.561437885252604,8.011584486194853e-09,6.116666509046663,1.3097958625577462e-09,4.833170805379261,2.5213924758818246e-13,8.173196732055443e-07,0.900033558171273,0.550000157600687,True,0,0.0,classification_matches_prior;basin_label_matches_prior
transient_case,0.1584375,0.7,0.02,1600.0,recovery_transient,recovery_transient,transient_basin,transient_basin,0.4508543402920911,0.0032122883659240725,0.004265466802224144,4.500694190243271e-06,-0.6999953541147019,0.0007004553890637441,0.4508543402920911,642.6588929592226,2.0492561370003363e-07,3.7349499742758976,5.4867030378301915e-08,3.497902540584317,5.482403812031448e-07,1.3690605565301537e-06,0.7000335581712729,0.5501542482344466,True,0,0.0,classification_matches_prior;basin_label_matches_prior
