run_id,scenario,evolve,stress,time,mean_n,mean_w,mean_q,var_n,var_w,var_q,min_z,spatial_covariance_bonus,cov_w_q,cov_w_bq,cov_w_prey_gain,persistent_window_label
SPTS_004,below_ode_no_evo_threshold,True,0.034724121093750004,190.0,4.872770983181033,0.6196404522731243,0.5781469289008747,9.452632775199355e-14,2.9633256898892174e-14,2.4169858147422695e-15,1.1742546727478946,-1.348042771159852e-15,-8.435726465332508e-15,5.061435879137818e-16,5.2228229454138374e-15,below_ode_no_evo_threshold
SPTS_004,below_ode_no_evo_threshold,True,0.034724121093750004,195.0,4.8695228919464375,0.6214567062305951,0.5776660855817277,7.735607751680081e-14,2.4238754918414203e-14,1.9902606150288483e-15,1.175686565407661,-1.0131327200790796e-15,-6.9245802661960285e-15,4.154748159635071e-16,4.279131562159925e-15,below_ode_no_evo_threshold
SPTS_004,below_ode_no_evo_threshold,True,0.034724121093750004,200.0,4.866555913289597,0.6231154256237695,0.5772247482861621,6.342489187386465e-14,1.9864700559827403e-14,1.640949205402987e-15,1.1769948742275749,-9.394069723500653e-16,-5.693137926725188e-15,3.4158827561304167e-16,3.51217377437029e-15,below_ode_no_evo_threshold
SPTS_004,below_ode_no_evo_threshold,True,0.034724121093750004,205.0,4.863843891744228,0.6246313245054367,0.5768195110029124,5.209647120191792e-14,1.6309939375617376e-14,1.354557920646832e-15,1.1781910412783159,-8.204157839197812e-16,-4.687709942706871e-15,2.8126259656027407e-16,2.8875253650114644e-15,below_ode_no_evo_threshold
SPTS_004,below_ode_no_evo_threshold,True,0.034724121093750004,210.0,4.861363275541352,0.6260176419779794,0.5764472834238894,4.286438582478451e-14,1.3414552018840372e-14,1.1194030874309353e-15,1.1792853798053449,-5.982627587775013e-16,-3.865300127706883e-15,2.319180076540538e-16,2.3777318928968583e-15,below_ode_no_evo_threshold
SPTS_004,below_ode_no_evo_threshold,True,0.034724121093750004,215.0,4.859092865266359,0.6272862867833214,0.5761052594388627,3.532480061869627e-14,1.1051144443126148e-14,9.260462193203879e-16,1.1802871809909892,-5.067560954197248e-16,-3.191405922515568e-15,1.9148435535244628e-16,1.960851702924299e-15,below_ode_no_evo_threshold
SPTS_004,below_ode_no_evo_threshold,True,0.034724121093750004,220.0,4.8570135764484,0.628447973223046,0.5757908887555255,2.915497993550814e-14,9.117998850794536e-15,7.668466086570418e-16,1.1812048154532806,-3.491673096489567e-16,-2.6382805773913236e-15,1.5829683464476749e-16,1.6193087128887559e-15,below_ode_no_evo_threshold
SPTS_004,below_ode_no_evo_threshold,True,0.034724121093750004,225.0,4.855108219765345,0.6295123465407805,0.5755018514359562,2.4096379530537877e-14,7.533696275932263e-15,6.356062644474485e-16,1.1820458276661334,-3.2542328207152416e-16,-2.1835603245764088e-15,1.310136194749936e-16,1.338989766357667e-15,below_ode_no_evo_threshold
SPTS_004,below_ode_no_evo_threshold,True,0.034724121093750004,230.0,4.853361300486292,0.6304880970116965,0.5752360351094631,1.9941355403870805e-14,6.232896367319871e-15,5.272875771478719e-16,1.182817022434027,-2.7237869078267085e-16,-1.8091792247118864e-15,1.0855075348290099e-16,1.1085342700277059e-15,below_ode_no_evo_threshold
SPTS_004,below_ode_no_evo_threshold,True,0.034724121093750004,235.0,4.851758837390726,0.6313830627245127,0.57499151461198,1.6522712693699213e-14,5.163023692488752e-15,4.3778831293132826e-16,1.1835245431967296,-1.560980077836005e-16,-1.5005103612495351e-15,9.003062167359848e-17,9.187746233334589e-16,below_ode_no_evo_threshold
SPTS_004,below_ode_no_evo_threshold,True,0.034724121093750004,240.0,4.85028820051995,0.6322043215090902,0.574766533806216,1.3705479107503505e-14,4.281662628938722e-15,3.6376189338813375e-16,1.1841739423554203,-2.822720356066011e-16,-1.2456850620225349e-15,7.474110372150904e-17,7.622947637170212e-16,below_ode_no_evo_threshold
SPTS_004,below_ode_no_evo_threshold,True,0.034724121093750004,245.0,4.848937966590964,0.6329582727356764,0.574559489349312,1.1380418536507355e-14,3.5545056776366605e-15,3.0247350511563204e-16,1.1847702440640586,-1.377207809599712e-16,-1.0350521684498502e-15,6.210313010250204e-17,6.330812005034311e-16,below_ode_no_evo_threshold
SPTS_004,below_ode_no_evo_threshold,True,0.034724121093750004,250.0,4.847697790627232,0.6336507098496511,0.5743689161920764,9.458906081669081e-15,2.9537340347956283e-15,2.5168462685497455e-16,1.185318000067748,-1.1972302489671183e-16,-8.607475882530555e-16,5.1644855299498747e-17,5.262465317939802e-16,below_ode_no_evo_threshold
