run_id,model_type,evolve,stress_label,stress,time,mean_n,mean_w,mean_q,mean_z,var_n,var_w,var_q,min_z,spatial_growth,meanfield_growth,spatial_covariance_bonus,cov_w_q,cov_w_bq,cov_w_n,cov_w_prey_gain,predator_fraction_in_low_q,predator_fraction_in_high_gain,area_fraction_low_q,area_fraction_high_gain,predator_low_q_enrichment,predator_high_gain_enrichment,persistent_tail_label
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,129.0,4.833333333334703,0.6416666666658807,0.6726147415805348,1.1916666666660838,0.0,0.0,0.0,1.1916666666660838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,132.0,4.833333333334654,0.6416666666659087,0.6726147415805244,1.1916666666661047,0.0,0.0,0.0,1.1916666666661047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,135.0,4.833333333334607,0.6416666666659359,0.6726147415805139,1.1916666666661244,0.0,0.0,0.0,1.1916666666661244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,138.0,4.83333333333456,0.6416666666659627,0.6726147415805056,1.1916666666661446,0.0,0.0,0.0,1.1916666666661446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,141.0,4.833333333334516,0.6416666666659878,0.6726147415804972,1.191666666666163,0.0,0.0,0.0,1.191666666666163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,144.0,4.8333333333344735,0.6416666666660118,0.6726147415804887,1.1916666666661817,0.0,0.0,0.0,1.1916666666661817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,147.0,4.833333333334434,0.6416666666660349,0.6726147415804804,1.1916666666661977,0.0,0.0,0.0,1.1916666666661977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,150.0,4.8333333333343935,0.641666666666058,0.672614741580472,1.1916666666662155,0.0,0.0,0.0,1.1916666666662155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,153.0,4.833333333334354,0.6416666666660803,0.6726147415804636,1.191666666666232,0.0,0.0,0.0,1.191666666666232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,156.0,4.833333333334317,0.641666666666102,0.6726147415804556,1.1916666666662479,0.0,0.0,0.0,1.1916666666662479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
