shape_label,stress,baseline_state,perturbation_type,seed,T,time,mean_n,mean_w,mean_q
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,240.0,4.8316681852062455,0.6425243344252873,0.21412118222587812
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,280.0,4.832942128748312,0.6418667452786726,0.21417434176649847
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,320.0,4.833479384208194,0.6415902867719863,0.2141778001625204
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,360.0,4.833558840555876,0.6415499768407897,0.21416585841321306
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,400.0,4.833473511730957,0.6415943550872216,0.2141553202774633
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,440.0,4.833382727709116,0.6416412878680162,0.21415020136969687
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,480.0,4.833333676221864,0.6416665713695838,0.21414904499215498
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,520.0,4.83331973677119,0.6416737175689274,0.2141495530066622
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,560.0,4.833322306692205,0.6416723616894587,0.2141502861811351
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,600.0,4.833328285945323,0.6416692655173459,0.21415073297287762
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,640.0,4.833332370599354,0.6416671574556021,0.21415088634779905
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,680.0,4.8333339756841465,0.6416663319779224,0.21415088425397488
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,720.0,4.833334119597602,0.6416662600321417,0.21415083954124803
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,760.0,4.833333784947497,0.6416664338004152,0.214150804197769
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,800.0,4.833333475662622,0.6416665936173315,0.21415078834026108
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,840.0,4.833333321018105,0.6416666732900085,0.2141507855126039
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,880.0,4.833333283517067,0.6416666924776271,0.21415078768861895
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,920.0,4.83333329676272,0.641666685546723,0.21415079023011704
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,960.0,4.833333317923394,0.64166667459626,0.21415079166175827
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,1000.0,4.833333331209491,0.6416666677422489,0.21415079209916596
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,1040.0,4.833333335948854,0.641666665306885,0.21415079204906132
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,1080.0,4.833333336030219,0.6416666652725993,0.21415079188613328
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,1120.0,4.833333334766407,0.641666665928066,0.21415079176929191
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,1160.0,4.8333333337282784,0.6416666664642646,0.21415079172111812
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,1200.0,4.833333333248718,0.6416666667112018,0.21415079171518486
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,1240.0,4.8333333331546005,0.641666666759205,0.2141507917239284
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,1280.0,4.833333333213481,0.6416666667285165,0.21415079173261636
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,1320.0,4.833333333287175,0.6416666666904011,0.2141507917371437
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,1360.0,4.833333333329865,0.6416666666683881,0.21415079173834423
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,1400.0,4.833333333343492,0.6416666666613934,0.21415079173803897
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,1440.0,4.833333333342466,0.6416666666619478,0.21415079173745705
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,1480.0,4.833333333337823,0.641666666664354,0.21415079173707552
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,1520.0,4.833333333334384,0.6416666666661295,0.21415079173693205
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,1560.0,4.833333333332921,0.6416666666668827,0.2141507917369236
linear_reference,0.1584375,compensation_branch_state,random_heterogeneity,20260702,3200.0,1600.0,4.833333333332707,0.6416666666669908,0.21415079173695697
