run_id,tradeoff_label,evolve,stress_low,stress_high,threshold,threshold_gap,threshold_status,initial_n,initial_w,initial_q,tail_mean_w_at_low,tail_mean_w_at_high,q_tail_mean_at_threshold_low,q_change_at_threshold_low,persistent_low,persistent_high,notes
EVO_ODE_001,interior_low_conversion_tradeoff,False,0.06944335937500001,0.069453125,0.06944824218750001,9.765624999991118e-06,ok,4.833333333280862,0.6416666666967904,0.6726147415697105,0.010767683940847686,0.010700297507442067,0.6726147415697108,3.3306690738754696e-16,True,False,q fixed at baseline
EVO_ODE_002,interior_low_conversion_tradeoff,True,0.16486328125,0.16487304687499998,0.1648681640625,9.765624999991118e-06,ok,4.833333333280862,0.6416666666967904,0.6726147415697105,0.00010073844009782979,9.941625653692965e-05,8.020852022600308e-06,-0.6726067207176879,True,False,q evolves after stress
