run_id,stress,q0,w0_scale,n0,w0,z0,T,classification,basin_label,tail_mean_w,tail_mean_q,q_change,previous_window_mean_w,latest_window_mean_w,relative_change_between_last_windows,rhs_norm,state_norm,normalized_residual,physical,min_n,min_w,min_q,max_q,min_z,q_clip_count,q_clip_max_violation,notes
s0p1584375_q0p1_wscale0p2,0.1584375,0.1,0.2,4.8333333333389445,0.12833333333268906,1.7049999999950334,1600.0,persistent_steady,persistent_basin,0.6416666625813419,0.2141507918945407,0.11415079189454069,0.6416642865681272,0.6416666625813419,3.70289147200333e-06,3.403704837443728e-12,4.880441351452266,6.97417424436602e-13,True,3.9135393648260157,0.12832861040062876,0.07792427227218401,0.21491539904836635,0.7042433025077969,0,0.0,steady_by_tail_change_and_rhs_residual
s0p1584375_q0p1_wscale0p5,0.1584375,0.1,0.5,4.8333333333389445,0.32083333333172265,1.5124999999959998,1600.0,persistent_steady,persistent_basin,0.6416666665456584,0.2141507916037284,0.1141507916037284,0.6416659103220101,0.6416666665456584,1.1785317500780535e-06,1.0909856046527666e-12,4.880441351337987,2.2354240653945563e-13,True,4.017515470015633,0.32082152600157193,0.09576003414966924,0.21491540648726193,0.8986819926257422,0,0.0,steady_by_tail_change_and_rhs_residual
s0p1584375_q0p1_wscale1,0.1584375,0.1,1.0,4.8333333333389445,0.6416666666634453,1.1916666666642772,1600.0,persistent_steady,persistent_basin,0.6416666670621552,0.21415079161577558,0.11415079161577557,0.6416663701769172,0.6416666670621552,4.6267850686706066e-07,4.3267526364035276e-13,4.88044135132339,8.865494583251732e-14,True,4.042773098987892,0.6385195395775852,0.09995974477421088,0.21491541108033727,1.1887385876527312,0,0.0,steady_by_tail_change_and_rhs_residual
s0p1584375_q0p1_wscale1p5,0.1584375,0.1,1.5,4.8333333333389445,0.962499999995168,0.8708333333325544,1600.0,persistent_steady,persistent_basin,0.6416666671505582,0.21415079162641398,0.11415079162641398,0.641666491529946,0.6416666671505582,2.736945352174776e-07,2.5936202584951754e-13,4.880441351320941,5.314314980535902e-14,True,4.026425256400267,0.6385195340499311,0.09995974477421088,0.21491541298541925,0.8706612467787385,0,0.0,steady_by_tail_change_and_rhs_residual
s0p1584375_q0p2_wscale0p02,0.1584375,0.2,0.02,4.8333333333389445,0.012833333333268906,1.8204999999944536,1600.0,declining_transient,transient_basin,0.641691423299729,0.21414931721224034,0.014149317212240331,0.6638697867353729,0.641691423299729,-0.03340770114679813,1.6887803639042358e-08,4.880440640159833,3.4603030513427754e-09,True,3.5479290619980794,0.008817302343102787,0.00954807168748179,0.21491539393631706,0.5713123163337158,0,0.0,window_change_indicates_transient
s0p1584375_q0p2_wscale0p05,0.1584375,0.2,0.05,4.8333333333389445,0.032083333333172266,1.8012499999945502,1600.0,persistent_steady,persistent_basin,0.6416660862118743,0.21415078222178813,0.014150782221788116,0.6411762004173571,0.6416660862118743,0.0007640423867858218,7.125051214873196e-10,4.880441367763582,1.459919437191843e-10,True,3.635799024456214,0.025395820932707355,0.026675474685007698,0.2149153958193363,0.594088120954469,0,0.0,steady_by_tail_change_and_rhs_residual
s0p1584375_q0p2_wscale0p1,0.1584375,0.2,0.1,4.8333333333389445,0.06416666666634453,1.769166666661378,1600.0,persistent_steady,persistent_basin,0.6416667047292933,0.21415079205298954,0.014150792052989525,0.6416977381889535,0.6416667047292933,-4.8361491420776745e-05,4.451024612471573e-11,4.88044135025629,9.120127244716982e-12,True,3.8106123678748305,0.06025044430820775,0.059540119249516715,0.2149153966985132,0.6355108080202987,0,0.0,steady_by_tail_change_and_rhs_residual
s0p1584375_q0p2_wscale0p2,0.1584375,0.2,0.2,4.8333333333389445,0.12833333333268906,1.7049999999950334,1600.0,persistent_steady,persistent_basin,0.6416666628081087,0.21415079186898422,0.014150791868984214,0.6416643350897707,0.6416666628081087,3.627626175675167e-06,3.334802588155939e-12,4.880441351445675,6.832993879064054e-13,True,4.127496707356169,0.12832861040062876,0.11386416685421356,0.21491539437010834,0.7160886278304991,0,0.0,steady_by_tail_change_and_rhs_residual
s0p1584375_q0p2_wscale0p5,0.1584375,0.2,0.5,4.8333333333389445,0.32083333333172265,1.5124999999959998,1600.0,persistent_steady,persistent_basin,0.6416666670864034,0.21415079170033235,0.014150791700332344,0.6416668093889726,0.6416666670864034,-2.2177018834463277e-07,2.0417405827245028e-13,4.880441351323193,4.1835162759838165e-14,True,4.551718244008226,0.32082152600157193,0.1770612364972236,0.21489553085202995,0.9043017371398792,0,0.0,steady_by_tail_change_and_rhs_residual
s0p1584375_q0p2_wscale1,0.1584375,0.2,1.0,4.8333333333389445,0.6416666666634453,1.1916666666642772,1600.0,persistent_steady,persistent_basin,0.6416666666825086,0.214150791742398,0.014150791742398,0.6416667057814072,0.6416666666825086,-6.093334469586552e-08,5.3993025253958746e-14,4.88044135133491,1.106314395914018e-14,True,4.722836444086649,0.6394512170868479,0.19995974477421088,0.21468921457445347,1.189605309152348,0,0.0,steady_by_tail_change_and_rhs_residual
s0p1584375_q0p2_wscale1p5,0.1584375,0.2,1.5,4.8333333333389445,0.962499999995168,0.8708333333325544,1600.0,persistent_steady,persistent_basin,0.6416666665913315,0.21415079174119864,0.014150791741198626,0.641666629211431,0.6416666665913315,5.825439380284619e-08,5.368225429494147e-14,4.8804413513374945,1.0999467144550306e-14,True,4.289483056070727,0.6295432028686198,0.19995974477421088,0.21708875784103918,0.8706612467787385,0,0.0,steady_by_tail_change_and_rhs_residual
s0p1584375_q0p3_wscale0p02,0.1584375,0.3,0.02,4.8333333333389445,0.012833333333268906,1.8204999999944536,1600.0,declining_transient,transient_basin,0.6414071838069569,0.21431437568697906,-0.08568562431302093,0.9270255048450974,0.6414071838069569,-0.30810190177654956,8.796032107452158e-07,4.88045063084935,1.802299167181899e-07,True,3.5159412611557155,0.002944282517474875,0.0033440838374727377,0.3000335581712729,0.5609664714100502,0,0.0,window_change_indicates_transient
s0p1584375_q0p3_wscale0p05,0.1584375,0.3,0.05,4.8333333333389445,0.032083333333172266,1.8012499999945502,1600.0,declining_transient,transient_basin,0.6417037120228866,0.21414219258338002,-0.08585780741661997,0.7029306210149268,0.6417037120228866,-0.08710235002088498,2.0777927532788454e-08,4.880440251657792,4.257387953009074e-09,True,3.5438383423196407,0.00805655345993882,0.008749474615865371,0.3000335581712729,0.5701168207654513,0,0.0,window_change_indicates_transient
s0p1584375_q0p3_wscale0p1,0.1584375,0.3,0.1,4.8333333333389445,0.06416666666634453,1.769166666661378,1600.0,persistent_steady,persistent_basin,0.6416649101068481,0.21415135870883253,-0.08584864129116745,0.6432652469374782,0.6416649101068481,-0.0024878334998651714,2.125800615614169e-09,4.880441404541042,4.355754816841367e-10,True,3.600922309751539,0.01876578582494764,0.019903361455279888,0.3000335581712729,0.585462813645869,0,0.0,steady_by_tail_change_and_rhs_residual
s0p1584375_q0p3_wscale0p2,0.1584375,0.3,0.2,4.8333333333389445,0.12833333333268906,1.7049999999950334,1600.0,persistent_steady,persistent_basin,0.641666812469745,0.21415076364627417,-0.08584923635372582,0.6416401244806973,0.641666812469745,4.159339173076476e-05,4.060846748136482e-11,4.8804413470307635,8.320654751044353e-12,True,3.7605984422812875,0.049932472752043267,0.05034300420038087,0.3000335581712729,0.6237004489745086,0,0.0,steady_by_tail_change_and_rhs_residual
