case_label,stress,baseline_state,perturbation_type,seed,time,var_n,var_w,var_q,cv_n,cv_w,cv_q,min_n,min_w,min_q,max_q,min_z
compensation_branch_state_homogeneous_control_s0.158438_seed20260702,0.1584375,compensation_branch_state,homogeneous_control,20260702,55.0,0.0,4.930380657631324e-32,6.933347799794049e-33,0.0,3.460435401429061e-16,3.888228764951176e-16,4.833333333333334,0.6416666666666666,0.21415079173699889,0.21415079173699889,1.1916666666666664
compensation_branch_state_homogeneous_control_s0.158438_seed20260702,0.1584375,compensation_branch_state,homogeneous_control,20260702,60.0,0.0,4.930380657631324e-32,6.933347799794049e-33,0.0,3.460435401429061e-16,3.888228764951176e-16,4.833333333333334,0.6416666666666666,0.21415079173699889,0.21415079173699889,1.1916666666666664
compensation_branch_state_homogeneous_control_s0.158438_seed20260702,0.1584375,compensation_branch_state,homogeneous_control,20260702,65.0,0.0,4.930380657631324e-32,6.933347799794049e-33,0.0,3.460435401429061e-16,3.888228764951176e-16,4.833333333333334,0.6416666666666666,0.21415079173699889,0.21415079173699889,1.1916666666666664
compensation_branch_state_homogeneous_control_s0.158438_seed20260702,0.1584375,compensation_branch_state,homogeneous_control,20260702,70.0,0.0,4.930380657631324e-32,6.933347799794049e-33,0.0,3.460435401429061e-16,3.888228764951176e-16,4.833333333333334,0.6416666666666666,0.21415079173699889,0.21415079173699889,1.1916666666666664
compensation_branch_state_homogeneous_control_s0.158438_seed20260702,0.1584375,compensation_branch_state,homogeneous_control,20260702,75.0,0.0,4.930380657631324e-32,6.933347799794049e-33,0.0,3.460435401429061e-16,3.888228764951176e-16,4.833333333333334,0.6416666666666666,0.21415079173699889,0.21415079173699889,1.1916666666666664
compensation_branch_state_homogeneous_control_s0.158438_seed20260702,0.1584375,compensation_branch_state,homogeneous_control,20260702,80.0,0.0,4.930380657631324e-32,6.933347799794049e-33,0.0,3.460435401429061e-16,3.888228764951176e-16,4.833333333333334,0.6416666666666666,0.21415079173699889,0.21415079173699889,1.1916666666666664
compensation_branch_state_homogeneous_control_s0.158438_seed20260702,0.1584375,compensation_branch_state,homogeneous_control,20260702,85.0,0.0,4.930380657631324e-32,6.933347799794049e-33,0.0,3.460435401429061e-16,3.888228764951176e-16,4.833333333333334,0.6416666666666666,0.21415079173699889,0.21415079173699889,1.1916666666666664
compensation_branch_state_homogeneous_control_s0.158438_seed20260702,0.1584375,compensation_branch_state,homogeneous_control,20260702,90.0,0.0,4.930380657631324e-32,6.933347799794049e-33,0.0,3.460435401429061e-16,3.888228764951176e-16,4.833333333333334,0.6416666666666666,0.21415079173699889,0.21415079173699889,1.1916666666666664
compensation_branch_state_homogeneous_control_s0.158438_seed20260702,0.1584375,compensation_branch_state,homogeneous_control,20260702,95.0,0.0,4.930380657631324e-32,6.933347799794049e-33,0.0,3.460435401429061e-16,3.888228764951176e-16,4.833333333333334,0.6416666666666666,0.21415079173699889,0.21415079173699889,1.1916666666666664
compensation_branch_state_homogeneous_control_s0.158438_seed20260702,0.1584375,compensation_branch_state,homogeneous_control,20260702,100.0,0.0,4.930380657631324e-32,6.933347799794049e-33,0.0,3.460435401429061e-16,3.888228764951176e-16,4.833333333333334,0.6416666666666666,0.21415079173699889,0.21415079173699889,1.1916666666666664
compensation_branch_state_homogeneous_control_s0.158438_seed20260702,0.1584375,compensation_branch_state,homogeneous_control,20260702,105.0,0.0,4.930380657631324e-32,6.933347799794049e-33,0.0,3.460435401429061e-16,3.888228764951176e-16,4.833333333333334,0.6416666666666666,0.21415079173699889,0.21415079173699889,1.1916666666666664
compensation_branch_state_homogeneous_control_s0.158438_seed20260702,0.1584375,compensation_branch_state,homogeneous_control,20260702,110.0,0.0,4.930380657631324e-32,6.933347799794049e-33,0.0,3.460435401429061e-16,3.888228764951176e-16,4.833333333333334,0.6416666666666666,0.21415079173699889,0.21415079173699889,1.1916666666666664
compensation_branch_state_homogeneous_control_s0.158438_seed20260702,0.1584375,compensation_branch_state,homogeneous_control,20260702,115.0,0.0,4.930380657631324e-32,6.933347799794049e-33,0.0,3.460435401429061e-16,3.888228764951176e-16,4.833333333333334,0.6416666666666666,0.21415079173699889,0.21415079173699889,1.1916666666666664
compensation_branch_state_homogeneous_control_s0.158438_seed20260702,0.1584375,compensation_branch_state,homogeneous_control,20260702,120.0,0.0,4.930380657631324e-32,6.933347799794049e-33,0.0,3.460435401429061e-16,3.888228764951176e-16,4.833333333333334,0.6416666666666666,0.21415079173699889,0.21415079173699889,1.1916666666666664
compensation_branch_state_homogeneous_control_s0.158438_seed20260702,0.1584375,compensation_branch_state,homogeneous_control,20260702,125.0,0.0,4.930380657631324e-32,6.933347799794049e-33,0.0,3.460435401429061e-16,3.888228764951176e-16,4.833333333333334,0.6416666666666666,0.21415079173699889,0.21415079173699889,1.1916666666666664
compensation_branch_state_homogeneous_control_s0.158438_seed20260702,0.1584375,compensation_branch_state,homogeneous_control,20260702,130.0,0.0,4.930380657631324e-32,6.933347799794049e-33,0.0,3.460435401429061e-16,3.888228764951176e-16,4.833333333333334,0.6416666666666666,0.21415079173699889,0.21415079173699889,1.1916666666666664
compensation_branch_state_homogeneous_control_s0.158438_seed20260702,0.1584375,compensation_branch_state,homogeneous_control,20260702,135.0,0.0,4.930380657631324e-32,6.933347799794049e-33,0.0,3.460435401429061e-16,3.888228764951176e-16,4.833333333333334,0.6416666666666666,0.21415079173699889,0.21415079173699889,1.1916666666666664
compensation_branch_state_homogeneous_control_s0.158438_seed20260702,0.1584375,compensation_branch_state,homogeneous_control,20260702,140.0,0.0,4.930380657631324e-32,6.933347799794049e-33,0.0,3.460435401429061e-16,3.888228764951176e-16,4.833333333333334,0.6416666666666666,0.21415079173699889,0.21415079173699889,1.1916666666666664
compensation_branch_state_homogeneous_control_s0.158438_seed20260702,0.1584375,compensation_branch_state,homogeneous_control,20260702,145.0,0.0,4.930380657631324e-32,6.933347799794049e-33,0.0,3.460435401429061e-16,3.888228764951176e-16,4.833333333333334,0.6416666666666666,0.21415079173699889,0.21415079173699889,1.1916666666666664
compensation_branch_state_homogeneous_control_s0.158438_seed20260702,0.1584375,compensation_branch_state,homogeneous_control,20260702,150.0,0.0,4.930380657631324e-32,6.933347799794049e-33,0.0,3.460435401429061e-16,3.888228764951176e-16,4.833333333333334,0.6416666666666666,0.21415079173699889,0.21415079173699889,1.1916666666666664
