stress,q_star_generalized,q_star_linear_reference,abs_delta_q,n_star_generalized,n_star_linear_reference,abs_delta_n,w_star_generalized,w_star_linear_reference,abs_delta_w,recovered_linear_branch
0.11765625,0.332157784744,0.3321577847439918,8.1601392309949e-15,4.833333333333334,4.833333333333334,0.0,0.6416666666666666,0.6416666666666666,0.0,True
0.1584375,0.214150791737,0.21415079173699889,1.1102230246251565e-15,4.833333333333334,4.833333333333334,0.0,0.6416666666666666,0.6416666666666666,0.0,True
0.16486816,0.195542660558,0.19554266055783315,1.668387650255454e-13,4.833333333333334,4.833333333333334,0.0,0.6416666666666666,0.6416666666666666,0.0,True
0.175,0.166224580018,0.16622458001768367,3.1633029529132273e-13,4.833333333333334,4.833333333333334,0.0,0.6416666666666666,0.6416666666666666,0.0,True
