stress,A1,A2,A3,A1A2_minus_A3,minimum_rh_margin,routh_hurwitz_stable,max_real_eigenvalue
0.0,3.946775446775447,0.33673151695260906,0.0035401835232668527,1.3254634997407406,0.0035401835232668527,True,-0.012273491305362818
0.069448242,4.324127083376846,0.27527583286370927,0.004006289666361718,1.1863213946187214,0.004006289666361718,True,-0.022382505397250202
0.11765625,4.586068497474748,0.2148559526582794,0.0035663057876398545,0.981777810193421,0.0035663057876398545,True,-0.023581704072263975
0.1584375,4.807656128593628,0.1523808080519089,0.002705572520662693,0.7298889531901464,0.002705572520662693,True,-0.015893894916853914
0.16486816,4.842597546915307,0.14157867208300345,0.0025289766133256334,0.6830795535113536,0.0025289766133256334,True,-0.01465247062034078
0.175,4.8976495726495735,0.12403390505779832,0.002228150937796774,0.6052464511625869,0.002228150937796774,True,-0.012681581449417077
