kappa,eta,mu,delta,D_u,D_v,D_w,n_x,n_y,L_x,L_y,T,dt,seed,u_star,v_star,w_star,z_star,ode_stable,continuous_max_spatial_growth,continuous_best_k,discrete_max_spatial_growth,dominant_discrete_mode,mean_w_final,var_u_final,var_v_final,var_w_final,dominant_k,dominant_wavelength,dominant_power,min_value,min_z,negative_detected,z_negative_detected,pattern_measurable
0.15,0.005,0.85,0.1,0.01,0.01,1.0,64,64,20.0,20.0,80.0,0.01,20260601,0.1544047166977095,0.46648745624142857,0.9924802199434839,5.053294273784045,True,0.20869182615909515,3.176039198855508,0.2086400077166828,20,1.05822817183256,0.06521129961506267,0.1338957883616554,0.0006631817999078282,3.203808448882819,1.9611613513818402,23366.09547402525,0.01895661055579012,3.5801403762170265,False,False,True
