stress,q_star,zero_mode_growth,max_nonzero_mode_growth,most_unstable_m,most_unstable_n,most_unstable_lambda,spatial_modes_tested,nonzero_modes_stable,near_zero_modes_count,positive_modes_count,linear_spatial_stability_label
0.11765625,0.3321577847439918,-0.023581704072263975,-0.02376675409083466,0,1,0.024674011002723394,4224,True,0,0,linearly_spatially_stable
0.1584375,0.21415079173699889,-0.015893894916853914,-0.016078946461868505,0,1,0.024674011002723394,4224,True,0,0,linearly_spatially_stable
0.16486816,0.19554266055783315,-0.01465247062034078,-0.01483752243829416,0,1,0.024674011002723394,4224,True,0,0,linearly_spatially_stable
0.175,0.16622458001768367,-0.012681581449417077,-0.012866633712765614,0,1,0.024674011002723394,4224,True,0,0,linearly_spatially_stable
