stress,q0,w0_scale,n0,w0,z0,classification,basin_label,tail_mean_w,tail_mean_q,q_change,selection_gradient_tail_mean,predator_growth_factor_tail_mean,relative_change_between_last_windows,physical,notes
0.1584375,0.9,0.5,4.8333333333389445,0.32083333333172265,1.5124999999959998,extinct_steady,extinct_basin,1.737114345965488e-06,1.024834965581887e-05,-0.8999897516503442,-0.19250016871087036,0.010694992171631598,0.01713977502065599,True,steady_by_tail_change_and_rhs_residual
0.1584375,0.9,1.0,4.8333333333389445,0.6416666666634453,1.1916666666642772,extinct_steady,extinct_basin,1.9297809479840386e-06,1.0489144383372065e-05,-0.8999895108556166,-0.19250012654888898,0.010695002253749192,0.019040770555779525,True,steady_by_tail_change_and_rhs_residual
0.1584375,0.9,1.5,4.8333333333389445,0.962499999995168,0.8708333333325544,extinct_steady,extinct_basin,1.8062500177445206e-06,1.0680544552153505e-05,-0.8999893194554479,-0.19250017668747454,0.01069495539029304,0.017821908328445088,True,steady_by_tail_change_and_rhs_residual
0.16486816,0.0,0.02,4.8333333333389445,0.012833333333268906,1.8204999999944536,persistent_steady,persistent_basin,1.2791728418511716,0.0,0.0,0.1912518525553433,-3.056951125705539e-14,6.209118313268094e-13,True,steady_by_tail_change_and_rhs_residual
0.16486816,0.0,0.05,4.8333333333389445,0.032083333333172266,1.8012499999945502,persistent_steady,persistent_basin,1.2791728418510087,0.0,0.0,0.19125185255530258,1.4665909090727378e-16,8.679226045939384e-16,True,steady_by_tail_change_and_rhs_residual
0.16486816,0.0,0.1,4.8333333333389445,0.06416666666634453,1.769166666661378,persistent_steady,persistent_basin,1.279172841851262,0.0,0.0,0.19125185255536578,-4.7555923533820285e-14,2.059233171663409e-12,True,steady_by_tail_change_and_rhs_residual
0.16486816,0.0,0.2,4.8333333333389445,0.12833333333268906,1.7049999999950334,persistent_steady,persistent_basin,1.2791728418519843,0.0,0.0,0.19125185255554591,-1.83354703162554e-13,1.0018083456781963e-10,True,steady_by_tail_change_and_rhs_residual
0.16486816,0.0,0.5,4.8333333333389445,0.32083333333172265,1.5124999999959998,persistent_steady,persistent_basin,1.2791728418510093,0.0,0.0,0.19125185255530272,-2.946888275239613e-17,-1.0415071255127237e-15,True,steady_by_tail_change_and_rhs_residual
0.16486816,0.0,1.0,4.8333333333389445,0.6416666666634453,1.1916666666642772,persistent_steady,persistent_basin,1.279172841850998,0.0,0.0,0.19125185255529992,2.1327247238478316e-15,-1.4754684278096844e-14,True,steady_by_tail_change_and_rhs_residual
0.16486816,0.0,1.5,4.8333333333389445,0.962499999995168,0.8708333333325544,persistent_steady,persistent_basin,1.2791728418510089,0.0,0.0,0.19125185255530278,3.769275700887877e-17,1.041507125512726e-15,True,steady_by_tail_change_and_rhs_residual
0.16486816,0.1,0.02,4.8333333333389445,0.012833333333268906,1.8204999999944536,declining_transient,transient_basin,0.6410485861889248,0.19558349474051265,0.09558349474051264,-0.00019766736771897954,1.459856478021652e-05,-0.21243659446583085,True,window_change_indicates_transient
0.16486816,0.1,0.05,4.8333333333389445,0.032083333333172266,1.8012499999945502,persistent_steady,persistent_basin,0.6416644478153792,0.19554272727573113,0.09554272727573113,-7.069248972148947e-07,7.890904542096341e-08,0.0012488423425389928,True,steady_by_tail_change_and_rhs_residual
0.16486816,0.1,0.1,4.8333333333389445,0.06416666666634453,1.769166666661378,persistent_steady,persistent_basin,0.641666724483355,0.1955426647026197,0.09554266470261968,1.823542295285743e-08,-3.958038845920372e-09,-5.925841004609113e-05,True,steady_by_tail_change_and_rhs_residual
0.16486816,0.1,0.2,4.8333333333389445,0.12833333333268906,1.7049999999950334,persistent_steady,persistent_basin,0.6416666485088601,0.19554266164124304,0.09554266164124303,-5.801962482471018e-09,4.72053887405844e-10,7.533029661170641e-06,True,steady_by_tail_change_and_rhs_residual
