run_id,scan,axis,mu,D_w_over_D_u,stress,T,n_x,n_y,dt,seed,time,mean_w,var_u,var_v,var_w,pattern_strength,dominant_wavelength,dominant_power,min_z
long_017,longtime,baseline_longtime,0.85,100.0,0.0,35.0,64,64,0.01,20260610,21.0,0.9924802214825512,1.2386672079130506e-09,7.146357096581472e-09,6.622206485929052e-11,7.146357096581472e-09,2.1081851067789192,0.0003403392391974894,5.052845207081175
long_017,longtime,baseline_longtime,0.85,100.0,0.0,35.0,64,64,0.01,20260610,22.0,0.9924802221597114,1.8275572380818291e-09,1.0541857408603069e-08,9.739524328365854e-11,1.0541857408603069e-08,2.1081851067789192,0.0005110733853048422,5.052751350543122
long_017,longtime,baseline_longtime,0.85,100.0,0.0,35.0,64,64,0.01,20260610,23.0,0.9924802232061918,2.6999860032430214e-09,1.5572567276969852e-08,1.4346534513168187e-10,1.5572567276969852e-08,2.1081851067789192,0.0007675520143828579,5.0526378012943
long_017,longtime,baseline_longtime,0.85,100.0,0.0,35.0,64,64,0.01,20260610,24.0,0.9924802247232554,3.9937251770408115e-09,2.3033207239148604e-08,2.1162719826130053e-10,2.3033207239148604e-08,2.1081851067789192,0.001152888919647676,5.052497365098897
long_017,longtime,baseline_longtime,0.85,100.0,0.0,35.0,64,64,0.01,20260610,25.0,0.9924802268747146,5.913957081730307e-09,3.410741794189625e-08,3.125786656369175e-10,3.410741794189625e-08,2.1081851067789192,0.0017318967573366365,5.052323513944771
long_017,longtime,baseline_longtime,0.85,100.0,0.0,35.0,64,64,0.01,20260610,26.0,0.9924802299192972,8.766440036719059e-09,5.0559131777458854e-08,4.622370804747765e-10,5.0559131777458854e-08,2.1081851067789192,0.002602016001426926,5.052111561903162
long_017,longtime,baseline_longtime,0.85,100.0,0.0,35.0,64,64,0.01,20260610,27.0,0.9924802342385382,1.3007063764582911e-08,7.501852931469249e-08,6.843010460887362e-10,7.501852931469249e-08,2.1081851067789192,0.003909751757125473,5.051853116387106
long_017,longtime,baseline_longtime,0.85,100.0,0.0,35.0,64,64,0.01,20260610,28.0,0.9924802403749599,1.9315924765596064e-08,1.1140950093530101e-07,1.0140756991286653e-09,1.1140950093530101e-07,2.1081851067789192,0.00587539574267155,5.051537922277416
long_017,longtime,baseline_longtime,0.85,100.0,0.0,35.0,64,64,0.01,20260610,29.0,0.9924802490960223,2.8708096872469173e-08,1.6558888196125e-07,1.5041870465653855e-09,1.6558888196125e-07,2.1081851067789192,0.0088302119905193,5.051153444413061
long_017,longtime,baseline_longtime,0.85,100.0,0.0,35.0,64,64,0.01,20260610,30.0,0.9924802614969265,4.269933574694224e-08,2.4630272582025624e-07,2.233121798851146e-09,2.4630272582025624e-07,2.1081851067789192,0.01327237347341306,5.0506843547353855
long_017,longtime,baseline_longtime,0.85,100.0,0.0,35.0,64,64,0.01,20260610,31.0,0.9924802791557669,6.355404712432736e-08,3.6661734847950773e-07,3.317994763840952e-09,3.6661734847950773e-07,2.1081851067789192,0.019951110351284742,5.050111901534036
long_017,longtime,baseline_longtime,0.85,100.0,0.0,35.0,64,64,0.01,20260610,32.0,0.9924803043608781,9.465648210777478e-08,5.460615594912492e-07,4.933643616151326e-09,5.460615594912492e-07,2.1081851067789192,0.029993307085300965,5.049411490048386
long_017,longtime,baseline_longtime,0.85,100.0,0.0,35.0,64,64,0.01,20260610,33.0,0.9924803404429372,1.410665732914653e-07,8.138345109527039e-07,7.341196610092869e-09,8.138345109527039e-07,2.1081851067789192,0.045093975904159485,5.048532899464259
long_017,longtime,baseline_longtime,0.85,100.0,0.0,35.0,64,64,0.01,20260610,34.0,0.9924803922633403,2.1035250858492683e-07,1.2136106408084226e-06,1.0930826347388449e-08,1.2136106408084226e-06,2.1081851067789192,0.06780285919780438,5.047455702810263
long_017,longtime,baseline_longtime,0.85,100.0,0.0,35.0,64,64,0.01,20260610,35.0,0.9924804669368448,3.1383818561456263e-07,1.8107388264652592e-06,1.628575255944657e-08,1.8107388264652592e-06,2.1081851067789192,0.10195571343248233,5.046134766328117
long_019,longtime,baseline_longtime,0.85,100.0,0.675,35.0,64,64,0.01,20260610,0.0,0.9924801784963114,2.3230661475453544e-12,2.1447780328523148e-11,9.794173478525505e-11,9.794173478525505e-11,2.773500981126145,6.83418638590803e-08,5.053258875408537
