shape_label,stress,baseline_state,perturbation_type,seed,T,time,var_n,var_w,var_q,cv_n,cv_w,cv_q
linear_reference,0.1584375,compensation_branch_state,local_defense_patch,20260702,3200.0,1880.0,7.24551022890011e-28,1.943788009425945e-28,4.2954907044584185e-30,5.569134920455286e-15,2.1727760738396042e-14,9.67802428193721e-15
linear_reference,0.1584375,compensation_branch_state,local_defense_patch,20260702,3200.0,1920.0,2.680316703603716e-29,7.277276758144076e-30,6.561022659510078e-31,1.071140175801271e-15,4.2041186729652986e-15,3.7823880648022025e-15
linear_reference,0.1584375,compensation_branch_state,local_defense_patch,20260702,3200.0,1960.0,9.161995412840071e-29,2.481310362450183e-29,7.222918137780131e-31,1.9803788863344113e-15,7.763026443140781e-15,3.9685939136621804e-15
linear_reference,0.1584375,compensation_branch_state,local_defense_patch,20260702,3200.0,2000.0,9.161995412840071e-29,2.481310362450183e-29,7.222918137780131e-31,1.9803788863344113e-15,7.763026443140781e-15,3.9685939136621804e-15
linear_reference,0.1584375,compensation_branch_state,local_defense_patch,20260702,3200.0,2040.0,9.161995412840071e-29,2.481310362450183e-29,7.222918137780131e-31,1.9803788863344113e-15,7.763026443140781e-15,3.9685939136621804e-15
linear_reference,0.1584375,compensation_branch_state,local_defense_patch,20260702,3200.0,2080.0,9.161995412840071e-29,2.481310362450183e-29,7.222918137780131e-31,1.9803788863344113e-15,7.763026443140781e-15,3.9685939136621804e-15
linear_reference,0.1584375,compensation_branch_state,local_defense_patch,20260702,3200.0,2120.0,9.161995412840071e-29,2.481310362450183e-29,7.222918137780131e-31,1.9803788863344113e-15,7.763026443140781e-15,3.9685939136621804e-15
linear_reference,0.1584375,compensation_branch_state,local_defense_patch,20260702,3200.0,2160.0,9.161995412840071e-29,2.481310362450183e-29,7.222918137780131e-31,1.9803788863344113e-15,7.763026443140781e-15,3.9685939136621804e-15
linear_reference,0.1584375,compensation_branch_state,local_defense_patch,20260702,3200.0,2200.0,9.161995412840071e-29,2.481310362450183e-29,7.222918137780131e-31,1.9803788863344113e-15,7.763026443140781e-15,3.9685939136621804e-15
linear_reference,0.1584375,compensation_branch_state,local_defense_patch,20260702,3200.0,2240.0,9.161995412840071e-29,2.481310362450183e-29,7.222918137780131e-31,1.9803788863344113e-15,7.763026443140781e-15,3.9685939136621804e-15
linear_reference,0.1584375,compensation_branch_state,local_defense_patch,20260702,3200.0,2280.0,9.161995412840071e-29,2.481310362450183e-29,7.222918137780131e-31,1.9803788863344113e-15,7.763026443140781e-15,3.9685939136621804e-15
linear_reference,0.1584375,compensation_branch_state,local_defense_patch,20260702,3200.0,2320.0,9.161995412840071e-29,2.481310362450183e-29,7.222918137780131e-31,1.9803788863344113e-15,7.763026443140781e-15,3.9685939136621804e-15
linear_reference,0.1584375,compensation_branch_state,local_defense_patch,20260702,3200.0,2360.0,9.161995412840071e-29,2.481310362450183e-29,7.222918137780131e-31,1.9803788863344113e-15,7.763026443140781e-15,3.9685939136621804e-15
linear_reference,0.1584375,compensation_branch_state,local_defense_patch,20260702,3200.0,2400.0,9.161995412840071e-29,2.481310362450183e-29,7.222918137780131e-31,1.9803788863344113e-15,7.763026443140781e-15,3.9685939136621804e-15
linear_reference,0.1584375,compensation_branch_state,local_defense_patch,20260702,3200.0,2440.0,9.161995412840071e-29,2.481310362450183e-29,7.222918137780131e-31,1.9803788863344113e-15,7.763026443140781e-15,3.9685939136621804e-15
linear_reference,0.1584375,compensation_branch_state,local_defense_patch,20260702,3200.0,2480.0,9.161995412840071e-29,2.481310362450183e-29,7.222918137780131e-31,1.9803788863344113e-15,7.763026443140781e-15,3.9685939136621804e-15
linear_reference,0.1584375,compensation_branch_state,local_defense_patch,20260702,3200.0,2520.0,9.161995412840071e-29,2.481310362450183e-29,7.222918137780131e-31,1.9803788863344113e-15,7.763026443140781e-15,3.9685939136621804e-15
linear_reference,0.1584375,compensation_branch_state,local_defense_patch,20260702,3200.0,2560.0,9.161995412840071e-29,2.481310362450183e-29,7.222918137780131e-31,1.9803788863344113e-15,7.763026443140781e-15,3.9685939136621804e-15
