r_v,a_v,b_u,b_v,b_v_over_b_u,stress,branch_exists,A1,A2,A3,A1A2_minus_A3,routh_hurwitz_stable,max_real_eigenvalue,rh_matches_eigenvalue,condition_class
0.65,0.3,0.06,0.015,0.25,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.3,0.06,0.03,0.5,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.3,0.06,0.03,0.5,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.3,0.06,0.045,0.75,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.3,0.06,0.045,0.75,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.3,0.08,0.02,0.25,0.1584375,True,4.923609532828283,0.08775047735563213,0.0027484767769820617,0.4293006100414406,True,-0.00888637708665847,True,branch_stable
0.65,0.3,0.08,0.02,0.25,0.16486816,True,4.960926847676768,0.07543000071072647,0.0025689131514525627,0.37163380249466804,True,-0.007573181404073381,True,branch_stable
0.65,0.3,0.08,0.04,0.5,0.1584375,True,4.72997159090909,0.11409609702303314,0.0023595932948133696,0.5373117042577406,True,-0.012069562500929942,True,branch_stable
0.65,0.3,0.08,0.04,0.5,0.16486816,True,4.784339898181818,0.10023648112608896,0.002245501405289955,0.4773198944996062,True,-0.010472053742746647,True,branch_stable
0.65,0.3,0.08,0.06,0.75,0.1584375,True,4.149057765151514,0.19313295602523084,0.0011929428483072905,0.8001268480548426,True,-0.007328556387536628,True,branch_stable
0.65,0.3,0.08,0.06,0.75,0.16486816,True,4.25457904969697,0.17465592237217997,0.0012752661668021326,0.741812162063375,True,-0.009491004649766165,True,branch_stable
0.65,0.3,0.1,0.025,0.25,0.1584375,True,4.532842487373737,0.1426914000442281,0.004931373864293985,0.6418662668390259,True,-0.015728029459537062,True,branch_stable
0.65,0.3,0.1,0.025,0.25,0.16486816,True,4.563339405252526,0.13310626753969146,0.00489122532971761,0.6025178504202415,True,-0.014559008125909533,True,branch_stable
0.65,0.3,0.1,0.05,0.5,0.1584375,True,4.143821022727272,0.19491406230592467,0.0029693886827256923,0.8047196003257382,True,-0.023702325392634574,True,branch_stable
0.65,0.3,0.1,0.05,0.5,0.16486816,True,4.187958734545455,0.18515746261953936,0.0030644194296319633,0.7723673934141414,True,-0.022254143426562085,True,branch_stable
0.65,0.3,0.1,0.07500000000000001,0.75,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.3,0.1,0.07500000000000001,0.75,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.35,0.06,0.015,0.25,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.35,0.06,0.015,0.25,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.35,0.06,0.03,0.5,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.35,0.06,0.03,0.5,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.35,0.06,0.045,0.75,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.35,0.06,0.045,0.75,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.35,0.08,0.02,0.25,0.1584375,True,4.807656128593628,0.1523808080519089,0.002705572520662693,0.7298889531901464,True,-0.015893894916853914,True,branch_stable
0.65,0.35,0.08,0.02,0.25,0.16486816,True,4.842597546915307,0.14157867208300345,0.0025289766133256334,0.6830795535113536,True,-0.01465247062034078,True,branch_stable
0.65,0.35,0.08,0.04,0.5,0.1584375,True,4.626520250582751,0.1723651204423593,0.002336926416989409,0.7951137938037208,True,-0.01872447296014506,True,branch_stable
0.65,0.35,0.08,0.04,0.5,0.16486816,True,4.6772010465268075,0.16050683726239434,0.0022216123870254876,0.7485011348313534,True,-0.01723428217098958,True,branch_stable
0.65,0.35,0.08,0.06,0.75,0.1584375,True,4.083112616550116,0.23231805761370516,0.0012309881059695508,0.9473498039889666,True,-0.005912157602825846,True,branch_stable
0.65,0.35,0.08,0.06,0.75,0.16486816,True,4.181011545361305,0.21729133280056878,0.0012995197081250478,0.9071980514379987,True,-0.006893358712657068,True,branch_stable
0.65,0.35,0.1,0.025,0.25,0.1584375,True,4.428999368686869,0.19623425207721112,0.004946726911206077,0.8641746516535018,True,-0.022249516093640086,True,branch_stable
0.65,0.35,0.1,0.025,0.25,0.16486816,True,4.457645035959597,0.1877651955305062,0.004905170072697545,0.8320854217098466,True,-0.021136870799212296,True,branch_stable
0.65,0.35,0.1,0.05,0.5,0.1584375,True,4.058535110722611,0.23629737560068076,0.0030191872273415215,0.9560020082196297,True,-0.018854419195585764,True,branch_stable
0.65,0.35,0.1,0.05,0.5,0.16486816,True,4.09977228009324,0.22793871155401924,0.0031064318006203896,0.9313903793887164,True,-0.023526997728551918,True,branch_stable
0.65,0.35,0.1,0.07500000000000001,0.75,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.35,0.1,0.07500000000000001,0.75,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.4,0.06,0.015,0.25,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.4,0.06,0.015,0.25,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.4,0.06,0.03,0.5,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.4,0.06,0.03,0.5,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.4,0.06,0.045,0.75,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.4,0.06,0.045,0.75,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.4,0.08,0.02,0.25,0.1584375,True,4.658117897727272,0.26290030775133566,0.0025111643459765644,1.222109464508528,True,-0.012168491950246298,True,branch_stable
0.65,0.4,0.08,0.02,0.25,0.16486816,True,4.690287436767676,0.2544909438077756,0.002333617884963557,1.191302058627795,True,-0.011676082074567171,True,branch_stable
0.65,0.4,0.08,0.04,0.5,0.1584375,True,4.501549242424242,0.27362120798880873,0.002206073294277346,1.2295132682389507,True,-0.00956422569177732,True,branch_stable
0.65,0.4,0.08,0.04,0.5,0.16486816,True,4.547927941818181,0.26475719252099417,0.002081390228978668,1.2020152434345863,True,-0.009364920639020384,True,branch_stable
0.65,0.4,0.08,0.06,0.75,0.1584375,True,4.031843276515151,0.30578390870122973,0.0012908001391796866,1.2315819962243961,True,-0.004486373984071017,True,branch_stable
0.65,0.4,0.08,0.06,0.75,0.16486816,True,4.120849456969696,0.295555938660657,0.0013247072610240006,1.216616822072913,True,-0.004803407661936217,True,branch_stable
0.65,0.4,0.1,0.025,0.25,0.1584375,True,4.293589804292928,0.2904106411252343,0.004871537525434024,1.2420326302680444,True,-0.029901119633267092,True,branch_stable
0.65,0.4,0.1,0.025,0.25,0.16486816,True,4.320075679191919,0.2838010632666652,0.004823924774104183,1.2212181463730232,True,-0.03322661951496051,True,branch_stable
0.65,0.4,0.1,0.05,0.5,0.1584375,True,3.954757102272727,0.31267713914965967,0.0030854592917968736,1.2334766774786374,True,-0.011550324822725026,True,branch_stable
0.65,0.4,0.1,0.05,0.5,0.16486816,True,3.9926103054545443,0.3065128028093289,0.0031556767910229334,1.2206304984592602,True,-0.012241384256397788,True,branch_stable
0.65,0.4,0.1,0.07500000000000001,0.75,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.4,0.1,0.07500000000000001,0.75,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.45,0.06,0.015,0.25,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.45,0.06,0.015,0.25,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.45,0.06,0.03,0.5,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.45,0.06,0.03,0.5,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.45,0.06,0.045,0.75,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.45,0.06,0.045,0.75,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.45,0.08,0.02,0.25,0.1584375,True,4.454168675390267,0.472488081426345,0.00193393053043456,2.1026076812540375,True,-0.004264340957857209,True,branch_stable
0.65,0.45,0.08,0.02,0.25,0.16486816,True,4.483062357098257,0.4682130089571306,0.0017468360766309105,2.0972812794827904,True,-0.0038744659135084764,True,branch_stable
0.65,0.45,0.08,0.04,0.5,0.1584375,True,4.345689566115703,0.47145941708506633,0.0017661144783775286,2.047050155195187,True,-0.003885060484122118,True,branch_stable
0.65,0.45,0.08,0.04,0.5,0.16486816,True,4.386983969586778,0.46757321130125895,0.0016151946166616394,2.049620987970173,True,-0.0035741818705957618,True,branch_stable
0.65,0.45,0.08,0.06,0.75,0.1584375,True,4.020252238292011,0.46837342406123295,0.0012626663222064414,1.8817166401164587,True,-0.0027612535216371675,True,branch_stable
0.65,0.45,0.08,0.06,0.75,0.16486816,True,4.098748807052343,0.46565381833365826,0.001220270236753826,1.9073777621576964,True,-0.002683916265899975,True,branch_stable
0.65,0.45,0.1,0.025,0.25,0.1584375,True,4.106338096877871,0.4725674252965364,0.004542089602733064,1.9359795322359217,True,-0.01058204831593724,True,branch_stable
0.65,0.45,0.1,0.025,0.25,0.16486816,True,4.130271489880625,0.4693156890347101,0.004478895252349867,1.9339223149213947,True,-0.010513805059152113,True,branch_stable
0.65,0.45,0.1,0.05,0.5,0.1584375,True,3.823943698347108,0.46883246550754354,0.00312053532098327,1.7896684167371257,True,-0.007061988862390001,True,branch_stable
0.65,0.45,0.1,0.05,0.5,0.16486816,True,3.8577976687603313,0.4664812640348215,0.0031554656143980607,1.7964348672995087,True,-0.007191281082360372,True,branch_stable
0.65,0.45,0.1,0.07500000000000001,0.75,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.65,0.45,0.1,0.07500000000000001,0.75,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.25,0.06,0.015,0.25,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.25,0.06,0.015,0.25,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.25,0.06,0.03,0.5,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.25,0.06,0.03,0.5,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.25,0.06,0.045,0.75,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.25,0.06,0.045,0.75,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.25,0.08,0.02,0.25,0.1584375,True,5.245700757575756,-0.013745211368432209,0.0022028146629050976,-0.07430608035132884,False,0.0013494516393867044,True,branch_unstable
0.7,0.25,0.08,0.02,0.25,0.16486816,True,5.283349348848485,-0.027729956748855145,0.0020325628386580904,-0.14853961177131858,False,0.0026579750756192803,True,branch_unstable
0.7,0.25,0.08,0.04,0.5,0.1584375,True,5.073863636363635,0.016944143884851215,0.0019050740342881995,0.08406720147237162,True,-0.0016337757467506126,True,branch_stable
0.7,0.25,0.08,0.04,0.5,0.16486816,True,5.1290503912727266,0.0005946895167170396,0.0017924971415426885,0.001257695356860632,True,-2.3903957541881104e-05,True,branch_stable
0.7,0.25,0.08,0.06,0.75,0.1584375,True,4.55835227272727,0.10901220964470149,0.0010118521484374986,0.4959042014405092,True,-0.011996076029821015,True,branch_stable
0.7,0.25,0.08,0.06,0.75,0.16486816,True,4.666153518545453,0.08556862831343004,0.0010723000501964802,0.3982040560316232,True,-0.009180478204250178,True,branch_stable
0.7,0.25,0.1,0.025,0.25,0.1584375,True,4.8837689393939385,0.05196402291914204,0.004043882233796303,0.2497363988646643,True,-0.005246390058409269,True,branch_stable
0.7,0.25,0.1,0.025,0.25,0.16486816,True,4.914402265212121,0.041100439056471316,0.004002881336815362,0.19798120946352,True,-0.004105481514179306,True,branch_stable
0.7,0.25,0.1,0.05,0.5,0.1584375,True,4.530965909090908,0.11455806128843626,0.002475041883680556,0.516583628425771,True,-0.012651718131399616,True,branch_stable
0.7,0.25,0.1,0.05,0.5,0.16486816,True,4.5756297658181815,0.10289034919692952,0.0025563413818341495,0.4682318030190634,True,-0.011237141547543215,True,branch_stable
0.7,0.25,0.1,0.07500000000000001,0.75,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.25,0.1,0.07500000000000001,0.75,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.3,0.06,0.015,0.25,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.3,0.06,0.015,0.25,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.3,0.06,0.03,0.5,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.3,0.06,0.03,0.5,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.3,0.06,0.045,0.75,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.3,0.06,0.045,0.75,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.3,0.08,0.02,0.25,0.1584375,True,5.174719967532465,0.004404685706454359,0.002271904234871033,0.02052111084102318,True,-0.00038322547617219125,True,branch_stable
0.7,0.3,0.08,0.02,0.25,0.16486816,True,5.21088199064935,-0.009139674479024862,0.002107478925121897,-0.04973324406827003,False,0.0009154513844502638,True,branch_unstable
0.7,0.3,0.08,0.04,0.5,0.1584375,True,5.001938582251079,0.03360183603736111,0.001955831287202382,0.16611848882254887,True,-0.0033241612847082734,True,branch_stable
0.7,0.3,0.08,0.04,0.5,0.16486816,True,5.054803618354978,0.017990873797531393,0.00184956257289118,0.08909077139623826,True,-0.0017445675922156557,True,branch_stable
0.7,0.3,0.08,0.06,0.75,0.1584375,True,4.483594426406924,0.12119328703008136,0.0010076124441964279,0.5423739338018109,True,-0.01357214614260731,True,branch_stable
0.7,0.3,0.08,0.06,0.75,0.16486816,True,4.586568501471859,0.09938251862720016,0.001075813516199028,0.45474891601625755,True,-0.010859816840042946,True,branch_stable
0.7,0.3,0.1,0.025,0.25,0.1584375,True,4.820499188311687,0.06543688156367367,0.004110658869667662,0.31132777559366925,True,-0.006717379576641333,True,branch_stable
0.7,0.3,0.1,0.025,0.25,0.16486816,True,4.849980006233764,0.054804839593261434,0.004072698122076689,0.26172967815008985,True,-0.005576057924880284,True,branch_stable
0.7,0.3,0.1,0.05,0.5,0.1584375,True,4.470607413419912,0.12409965130756895,0.0024904503813244047,0.5523103707571193,True,-0.013903289532474071,True,branch_stable
0.7,0.3,0.1,0.05,0.5,0.16486816,True,4.5134506417316,0.11285716639034327,0.0025738785102504447,0.5068013715582543,True,-0.012508116340967736,True,branch_stable
0.7,0.3,0.1,0.07500000000000001,0.75,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.3,0.1,0.07500000000000001,0.75,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.35,0.06,0.015,0.25,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.35,0.06,0.015,0.25,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.35,0.06,0.03,0.5,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.35,0.06,0.03,0.5,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.35,0.06,0.045,0.75,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.35,0.06,0.045,0.75,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.35,0.08,0.02,0.25,0.1584375,True,5.087983891108891,0.03305454785719775,0.0023294734521113305,0.16585153357319873,True,-0.0032072898850372183,True,branch_stable
0.7,0.35,0.08,0.02,0.25,0.16486816,True,5.122430643276724,0.020171890588429164,0.00217070221148062,0.10115840827151427,True,-0.0019290345887335875,True,branch_stable
0.7,0.35,0.08,0.04,0.5,0.1584375,True,4.916530552780553,0.05974155074583365,0.00199918561723101,0.29172197389515,True,-0.006049009954096502,True,branch_stable
0.7,0.35,0.08,0.04,0.5,0.16486816,True,4.9667166825707625,0.04513589378452387,0.0018982716723385197,0.22227892496999818,True,-0.004513493393133715,True,branch_stable
0.7,0.35,0.08,0.06,0.75,0.1584375,True,4.402170537795537,0.13980255941174136,0.0010083221125900556,0.6144263860381879,True,-0.011042324879137892,True,branch_stable
0.7,0.35,0.08,0.06,0.75,0.16486816,True,4.499574800452881,0.12002790337280977,0.0010809800549122183,0.538993549312576,True,-0.013390537523619137,True,branch_stable
0.7,0.35,0.1,0.025,0.25,0.1584375,True,4.742660464535465,0.08812205957589292,0.004175267015485226,0.413757740988541,True,-0.009233135948538982,True,branch_stable
0.7,0.35,0.1,0.025,0.25,0.16486816,True,4.770811465654346,0.07789907889690362,0.004139745300349706,0.3675020734649106,True,-0.00810038968453621,True,branch_stable
0.7,0.35,0.1,0.05,0.5,0.1584375,True,4.398545412920413,0.1411594281817461,0.002512168261550842,0.6183839870577369,True,-0.016098587752622177,True,branch_stable
0.7,0.35,0.1,0.05,0.5,0.16486816,True,4.439287916137196,0.13054328610510701,0.0025961286049011366,0.5769231039343411,True,-0.014734684568450665,True,branch_stable
0.7,0.35,0.1,0.07500000000000001,0.75,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.35,0.1,0.07500000000000001,0.75,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.4,0.06,0.015,0.25,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.4,0.06,0.015,0.25,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.4,0.06,0.03,0.5,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.4,0.06,0.03,0.5,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.4,0.06,0.045,0.75,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.4,0.06,0.045,0.75,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.4,0.08,0.02,0.25,0.1584375,True,4.978934659090907,0.07992191213815936,0.0023558372374131963,0.3955701411280867,True,-0.008004070252947491,True,branch_stable
0.7,0.4,0.08,0.02,0.25,0.16486816,True,5.0113802618181795,0.0680677160377634,0.0022019255583879092,0.3389112830603044,True,-0.006765624694121034,True,branch_stable
0.7,0.4,0.08,0.04,0.5,0.1584375,True,4.812959280303028,0.10250387185307552,0.0020225085384114583,0.49132445276384074,True,-0.010652037524850524,True,branch_stable
0.7,0.4,0.08,0.04,0.5,0.16486816,True,4.860020019393938,0.08933041353664528,0.0019247154902485332,0.4322228826385867,True,-0.009184146831398989,True,branch_stable
0.7,0.4,0.08,0.06,0.75,0.1584375,True,4.315033143939392,0.17024975099781514,0.0010225224414062485,0.7336107958615946,True,-0.00738649534208622,True,branch_stable
0.7,0.4,0.08,0.06,0.75,0.16486816,True,4.405939292121212,0.1531185060332927,0.0010930852858304016,0.6735377567971527,True,-0.010022916680558526,True,branch_stable
0.7,0.4,0.1,0.025,0.25,0.1584375,True,4.643991477272725,0.12701413158552732,0.004226891883680559,0.5856256526927048,True,-0.013656851060525832,True,branch_stable
0.7,0.4,0.1,0.025,0.25,0.16486816,True,4.670591025454543,0.11750451617687574,0.004192478854043663,0.5446230598520504,True,-0.012550022504655508,True,branch_stable
0.7,0.4,0.1,0.05,0.5,0.1584375,True,4.310544507575756,0.17177641352412465,0.0025451902994791677,0.737904685547998,True,-0.0200423871293536,True,branch_stable
0.7,0.4,0.1,0.05,0.5,0.16486816,True,4.348836164848483,0.1621198262453145,0.0026266452253988263,0.7024059181891772,True,-0.018730753287963114,True,branch_stable
0.7,0.4,0.1,0.07500000000000001,0.75,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.4,0.1,0.07500000000000001,0.75,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.45,0.06,0.015,0.25,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.45,0.06,0.015,0.25,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.45,0.06,0.03,0.5,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.45,0.06,0.03,0.5,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.45,0.06,0.045,0.75,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.45,0.06,0.045,0.75,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.45,0.08,0.02,0.25,0.1584375,True,4.836344008264462,0.1610726286212767,0.0023033563212468467,0.7766992860066716,True,-0.016718316705643513,True,branch_stable
0.7,0.45,0.08,0.02,0.25,0.16486816,True,4.866424616198347,0.1508998764200058,0.0021521561636253755,0.7321907170279792,True,-0.015557929409796577,True,branch_stable
0.7,0.45,0.08,0.04,0.5,0.1584375,True,4.683699724517906,0.17706726690577845,0.0019932296295785993,0.8273366795981545,True,-0.019011028009273512,True,branch_stable
0.7,0.45,0.08,0.04,0.5,0.16486816,True,4.727066820055096,0.1660665655012803,0.0018936680395713937,0.7831140836620369,True,-0.01765467961171306,True,branch_stable
0.7,0.45,0.08,0.06,0.75,0.1584375,True,4.225766873278236,0.22505118175928018,0.0010628495545738632,0.9499509791159115,True,-0.0052370524196413215,True,branch_stable
0.7,0.45,0.08,0.06,0.75,0.16486816,True,4.308993431625344,0.21156663274511267,0.0011182036674094555,0.9105210271823726,True,-0.0060232170018316945,True,branch_stable
0.7,0.45,0.1,0.025,0.25,0.1584375,True,4.5136683884297515,0.19671891622080828,0.004236751395580806,0.8836872021564423,True,-0.021898964570800105,True,branch_stable
0.7,0.45,0.1,0.025,0.25,0.16486816,True,4.538434401322314,0.1884791782357631,0.004200617033766967,0.8511997694043802,True,-0.02085350209886933,True,branch_stable
0.7,0.45,0.1,0.05,0.5,0.1584375,True,4.19968629476584,0.22890868565507638,0.002596547531912879,0.9587481223665733,True,-0.016052933771665133,True,branch_stable
0.7,0.45,0.1,0.05,0.5,0.16486816,True,4.235081497741047,0.22080750557491768,0.0026695846356171145,0.9324681967870698,True,-0.01893869739212027,True,branch_stable
0.7,0.45,0.1,0.07500000000000001,0.75,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.7,0.45,0.1,0.07500000000000001,0.75,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.25,0.06,0.015,0.25,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.25,0.06,0.015,0.25,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.25,0.06,0.03,0.5,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.25,0.06,0.03,0.5,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.25,0.06,0.045,0.75,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.25,0.06,0.045,0.75,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.25,0.08,0.02,0.25,0.1584375,True,5.453607954545453,-0.04889282818194296,0.0016607521484374999,-0.26830306884170574,False,0.004503050114291241,True,branch_unstable
0.75,0.25,0.08,0.02,0.25,0.16486816,True,5.488229588686868,-0.06248754025195957,0.001505294819196444,-0.3444512621542626,False,0.005705939961689863,True,branch_unstable
0.75,0.25,0.08,0.04,0.5,0.1584375,True,5.317339015151514,-0.022188533071522798,0.0014585333007812486,-0.11944248589096909,False,0.0021105289412347806,True,branch_unstable
0.75,0.25,0.08,0.04,0.5,0.16486816,True,5.368199689696968,-0.03833859844460363,0.001348400665461333,-0.2071576529391992,False,0.0035894630660352382,True,branch_unstable
0.75,0.25,0.08,0.06,0.75,0.1584375,True,4.908532196969697,0.05792435225973058,0.000851876757812501,0.28347167129768946,True,-0.005896821264265115,True,branch_stable
0.75,0.25,0.08,0.06,0.75,0.16486816,True,5.008109992727271,0.034108226977458855,0.0008777182042559995,0.16994003415576558,True,-0.0033923738398686522,True,branch_stable
0.75,0.25,0.1,0.025,0.25,0.1584375,True,5.137004419191918,0.013879494051666441,0.0032180008680555575,0.06808102141150289,True,-0.001290577651933139,True,branch_stable
0.75,0.25,0.1,0.025,0.25,0.16486816,True,5.165130437171716,0.0032689891206540977,0.0031756705770238235,0.013709084628849861,True,-0.0002569502687927814,True,branch_stable
0.75,0.25,0.1,0.05,0.5,0.1584375,True,4.842433712121211,0.07133848152889222,0.0020368183593750004,0.34341504956766894,True,-0.007344691239954548,True,branch_stable
0.75,0.25,0.1,0.05,0.5,0.16486816,True,4.883550962424241,0.05966472686431601,0.002096376281369068,0.2892793580196409,True,-0.006079821813195039,True,branch_stable
0.75,0.25,0.1,0.07500000000000001,0.75,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.25,0.1,0.07500000000000001,0.75,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.3,0.06,0.015,0.25,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.3,0.06,0.015,0.25,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.3,0.06,0.03,0.5,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.3,0.06,0.03,0.5,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.3,0.06,0.045,0.75,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.3,0.06,0.045,0.75,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.3,0.08,0.02,0.25,0.1584375,True,5.401849221380471,-0.04263509556696654,0.0017285801219838806,-0.23203693791388405,False,0.003970082813542815,True,branch_unstable
0.75,0.3,0.08,0.02,0.25,0.16486816,True,5.435464035016834,-0.056133919637737506,0.001578294721011022,-0.3066921960564584,False,0.0051804581970105205,True,branch_unstable
0.75,0.3,0.08,0.04,0.5,0.1584375,True,5.262378246753246,-0.016074056296110584,0.0015089004767751136,-0.0860966646665145,False,0.0015535719356592195,True,branch_unstable
0.75,0.3,0.08,0.04,0.5,0.16486816,True,5.311652135064935,-0.0319183429400649,0.0014051748486838848,-0.1709443092740144,False,0.0030259851761147366,True,branch_unstable
0.75,0.3,0.08,0.06,0.75,0.1584375,True,4.843965322871572,0.06360906151645018,0.0008498615411488193,0.30727022666494047,True,-0.006565443089617631,True,branch_stable
0.75,0.3,0.08,0.06,0.75,0.16486816,True,4.940216435209234,0.04072838715294225,0.0008858152317024722,0.20032123236082744,True,-0.004110789088130664,True,branch_stable
0.75,0.3,0.1,0.025,0.25,0.1584375,True,5.090600574194323,0.01742051931454114,0.003275114939600991,0.08540579068576543,True,-0.001648883284478554,True,branch_stable
0.75,0.3,0.1,0.025,0.25,0.16486816,True,5.117951757960558,0.006772168018970959,0.003236021601068079,0.031423607616828615,True,-0.0005999637592848223,True,branch_stable
0.75,0.3,0.1,0.05,0.5,0.1584375,True,4.795505275974025,0.07332571706352908,0.0020458181717364497,0.3495880448709959,True,-0.007624879491112099,True,branch_stable
0.75,0.3,0.1,0.05,0.5,0.16486816,True,4.83538371948052,0.061757139582374165,0.0021088806373051328,0.2965105866609929,True,-0.006357460689065253,True,branch_stable
0.75,0.3,0.1,0.07500000000000001,0.75,0.1584375,False,nan,nan,nan,nan,False,nan,False,no_branch
0.75,0.3,0.1,0.07500000000000001,0.75,0.16486816,False,nan,nan,nan,nan,False,nan,False,no_branch
