stress,lambda_min,lambda_max,lambda_points,mode_range_i_j,min_A1,min_A2,min_A3,min_A1A2_minus_A3,min_modal_rh_margin,max_real_growth,lambda_at_max_growth,all_lambda_rh_stable,all_lambda_eigenvalue_stable,rh_eigenvalue_disagreement_count,notes
0.11765625,0.0,202.12949813431004,2001,0..64,4.586068497474748,0.2148559526582794,0.0035663057876398545,0.981777810193421,0.0035663057876398545,-0.023581704072263975,0.0,True,True,0,sampled modal RH margins support stability over tested lambda range
0.1584375,0.0,202.12949813431004,2001,0..64,4.807656128593628,0.1523808080519089,0.002705572520662693,0.7298889531901464,0.002705572520662693,-0.015893894916853914,0.0,True,True,0,sampled modal RH margins support stability over tested lambda range
0.16486816,0.0,202.12949813431004,2001,0..64,4.842597546915307,0.14157867208300345,0.0025289766133256334,0.6830795535113536,0.0025289766133256334,-0.01465247062034078,0.0,True,True,0,sampled modal RH margins support stability over tested lambda range
0.175,0.0,202.12949813431004,2001,0..64,4.8976495726495735,0.12403390505779832,0.002228150937796774,0.6052464511625869,0.002228150937796774,-0.012681581449417077,0.0,True,True,0,sampled modal RH margins support stability over tested lambda range
