case_label,stress,time,n,w,q,z,r_q,a_q,b_q,selection_gradient,predator_growth_factor,classification
persistent_case,0.1584375,1425.0,4.833333326043581,0.6416666704506594,0.21415079099374845,1.1916666701724266,0.925047223152188,0.8608019858540635,0.0671509525403751,1.2325793163903143e-09,5.4558829676309983e-11,persistent_steady
persistent_case,0.1584375,1430.0,4.833333325822943,0.6416666705617026,0.21415079104634285,1.1916666702820211,0.9250472231337801,0.8608019858198772,0.06715095253721944,1.2663993187445044e-09,3.208897036977021e-11,persistent_steady
persistent_case,0.1584375,1435.0,4.833333325975298,0.6416666704806447,0.21415079110436996,1.1916666702107244,0.9250472231134705,0.8608019857821595,0.0671509525337378,1.2386655590113094e-09,1.729866250244072e-11,persistent_steady
persistent_case,0.1584375,1440.0,4.833333326255366,0.6416666703338345,0.21415079116374772,1.191666670077466,0.9250472230926883,0.860801985743564,0.06715095253017514,1.1898793617071135e-09,5.301620253916894e-12,persistent_steady
persistent_case,0.1584375,1445.0,4.833333326632213,0.641666670137249,0.2141507912230757,1.1916666698972045,0.9250472230719236,0.8608019857050008,0.06715095252661546,1.1251902742870357e-09,-4.234473882647194e-12,persistent_steady
persistent_case,0.1584375,1450.0,4.833333327072173,0.6416666699082683,0.2141507912809565,1.1916666696862261,0.9250472230516652,0.8608019856673783,0.06715095252314261,1.0501952640851187e-09,-1.1710438174716842e-11,persistent_steady
persistent_case,0.1584375,1455.0,4.833333327538852,0.6416666696656761,0.2141507913359958,1.1916666694621392,0.9250472230324015,0.8608019856316027,0.06715095251984025,9.709407722269248e-10,-1.7598644763694438e-11,persistent_steady
persistent_case,0.1584375,1460.0,4.833333327993131,0.6416666694296592,0.21415079138680246,1.1916666692438769,0.9250472230146192,0.8608019855985783,0.06715095251679185,8.939216589176624e-10,-2.2440910241172674e-11,persistent_steady
persistent_case,0.1584375,1465.0,4.833333328393156,0.6416666692218084,0.21415079143198834,1.1916666690517026,0.925047222998804,0.8608019855692076,0.06715095251408071,8.260795381076491e-10,-2.6848190337602773e-11,persistent_steady
persistent_case,0.1584375,1470.0,4.83333332869435,0.6416666690651168,0.21415079147016844,1.1916666689072004,0.9250472229854411,0.8608019855443905,0.06715095251178989,7.748058306056294e-10,-3.1502467301436354e-11,persistent_steady
persistent_case,0.1584375,1475.0,4.833333329188562,0.6416666688090595,0.21415079151020208,1.1916666686690451,0.9250472229714293,0.8608019855183686,0.06715095250938788,6.917229566916205e-10,-3.187464181486632e-11,persistent_steady
persistent_case,0.1584375,1480.0,4.833333329761549,0.641666668512553,0.2141507915487715,1.1916666683925645,0.9250472229579301,0.8608019854932986,0.06715095250707372,5.957619397811698e-10,-2.9786367816697634e-11,persistent_steady
persistent_case,0.1584375,1485.0,4.833333330314203,0.6416666682267015,0.21415079158310174,1.1916666681257624,0.9250472229459143,0.8608019854709839,0.06715095250501389,5.033392036501994e-10,-2.6849883427715326e-11,persistent_steady
persistent_case,0.1584375,1490.0,4.833333330829917,0.6416666679600562,0.21415079161299425,1.1916666678766938,0.925047222935452,0.8608019854515537,0.06715095250322035,4.171937240116108e-10,-2.3421292683067918e-11,persistent_steady
persistent_case,0.1584375,1495.0,4.833333331292005,0.6416666677212053,0.21415079163833375,1.1916666676534566,0.9250472229265833,0.8608019854350831,0.06715095250169997,3.400736359182588e-10,-1.9885565416544182e-11,persistent_steady
persistent_case,0.1584375,1500.0,4.833333331683699,0.641666667518773,0.214150791659088,1.1916666674641951,0.9250472229193192,0.8608019854215928,0.06715095250045472,2.7473417985035553e-10,-1.6654760903733745e-11,persistent_steady
persistent_case,0.1584375,1505.0,4.833333331988162,0.6416666673614198,0.2141507916753079,1.1916666673170853,0.9250472229136422,0.8608019854110498,0.06715095249948153,2.239430307859891e-10,-1.4172246709520664e-11,persistent_steady
persistent_case,0.1584375,1510.0,4.83333333218847,0.6416666672578429,0.21415079168712753,1.1916666672203537,0.9250472229095055,0.8608019854033672,0.06715095249877236,1.9047413646333666e-10,-1.2907980240228767e-11,persistent_steady
persistent_case,0.1584375,1515.0,4.833333332371509,0.6416666671633112,0.21415079169542764,1.1916666671318472,0.9250472229066004,0.860801985397972,0.06715095249827435,1.600057863981874e-10,-1.0948936202126447e-11,persistent_steady
persistent_case,0.1584375,1520.0,4.8333333325912955,0.6416666670500064,0.21415079170096274,1.191666667025365,0.925047222904663,0.8608019853943742,0.06715095249794224,1.236263869053289e-10,-7.1732897399812146e-12,persistent_steady
persistent_case,0.1584375,1525.0,4.83333333276477,0.6416666669606536,0.2141507917036952,1.1916666669412432,0.9250472229037067,0.8608019853925981,0.06715095249777829,9.498973829735746e-11,-3.668176873361517e-12,persistent_steady
persistent_case,0.1584375,1530.0,4.833333332893741,0.6416666668942932,0.21415079170421314,1.191666666878633,0.9250472229035254,0.8608019853922615,0.0671509524977472,7.376899091582345e-11,-5.75622882692528e-13,persistent_steady
persistent_case,0.1584375,1535.0,4.833333332981268,0.6416666668493209,0.21415079170319642,1.191666666836078,0.9250472229038813,0.8608019853929223,0.06715095249780823,5.943134873120925e-11,1.9625412406298892e-12,persistent_steady
persistent_case,0.1584375,1540.0,4.833333333031653,0.6416666668234885,0.21415079170141627,1.1916666668115259,0.9250472229045044,0.8608019853940794,0.06715095249791501,5.123351742852833e-11,3.807232307195818e-12,persistent_steady
persistent_case,0.1584375,1545.0,4.833333333050438,0.6416666668139037,0.21415079169973572,1.1916666668023248,0.9250472229050926,0.8608019853951718,0.06715095249801586,4.822375831992076e-11,4.822031662854442e-12,persistent_steady
persistent_case,0.1584375,1550.0,4.833333333044418,0.6416666668170294,0.2141507916991092,1.1916666668052192,0.9250472229053117,0.860801985395579,0.06715095249805346,4.9242443456165574e-11,4.871075764967259e-12,persistent_steady
persistent_case,0.1584375,1555.0,4.833333333010021,0.6416666668347669,0.21415079169814588,1.1916666668218792,0.925047222905649,0.8608019853962052,0.06715095249811125,5.4940829663507884e-11,4.31107927134633e-12,persistent_steady
persistent_case,0.1584375,1560.0,4.833333332916363,0.6416666668833391,0.21415079168955062,1.1916666668669653,0.9250472229086573,0.8608019854017921,0.06715095249862696,7.073258645462488e-11,4.705597023146879e-12,persistent_steady
persistent_case,0.1584375,1565.0,4.833333332802156,0.6416666669425027,0.21415079168047152,1.191666666922008,0.925047222911835,0.8608019854076936,0.06715095249917172,8.99240126805978e-11,4.7363779565046116e-12,persistent_steady
persistent_case,0.1584375,1570.0,4.833333332675339,0.6416666670081504,0.2141507916714258,1.1916666669831772,0.925047222915001,0.8608019854135732,0.06715095249971446,1.1118578280289171e-10,4.438144296514679e-12,persistent_steady
persistent_case,0.1584375,1575.0,4.833333332544855,0.6416666670756581,0.2141507916629706,1.1916666670461535,0.9250472229179603,0.8608019854190692,0.06715095250022177,1.3302403623072223e-10,3.856776009669716e-12,persistent_steady
persistent_case,0.1584375,1580.0,4.833333332420636,0.6416666671398872,0.21415079165570308,1.1916666671061442,0.925047222920504,0.860801985423793,0.06715095250065782,1.5377626949586443e-10,3.052919028689871e-12,persistent_steady
