stress,c,z_star_analytic,w_star_analytic,n_star_analytic,q_star_analytic,b_req,interior_exists,existence_failure_reason,numerical_equilibrium_id,n_star_numerical,w_star_numerical,q_star_numerical,z_star_numerical,abs_delta_n,abs_delta_w,abs_delta_q,abs_delta_z
0.0,0.5384615384615384,1.1916666666666667,0.6416666666666666,4.833333333333334,0.672614741580259,0.03964311550518446,True,,s0_eq01,4.833333333333334,0.6416666666666666,0.6726147415802588,1.1916666666666664,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16
0.069448242,0.5384615384615384,1.1916666666666667,0.6416666666666666,4.833333333333334,0.47165527594244855,0.05170068344345309,True,,s0p069448242_eq01,4.833333333333343,0.6416666666666616,0.47165527594244994,1.1916666666666624,8.881784197001252e-15,4.9960036108132044e-15,1.3877787807814457e-15,4.218847493575595e-15
0.11765625,0.5384615384615384,1.1916666666666667,0.6416666666666666,4.833333333333334,0.3321577847439918,0.06007053291536049,True,,s0p11765625_eq01,4.833333333333334,0.6416666666666665,0.3321577847439917,1.1916666666666664,0.0,1.1102230246251565e-16,1.1102230246251565e-16,2.220446049250313e-16
0.1584375,0.5384615384615384,1.1916666666666667,0.6416666666666666,4.833333333333334,0.21415079173699889,0.06715095249578007,True,,s0p1584375_eq01,4.833333333333238,0.6416666666667162,0.2141507917369912,1.1916666666667126,9.592326932761353e-14,4.96269692007445e-14,7.688294445529209e-15,4.596323321948148e-14
0.16486816,0.5384615384615384,1.1916666666666667,0.6416666666666666,4.833333333333334,0.19554266055783315,0.06826744036653001,True,,s0p16486816_eq01,4.833333333333334,0.6416666666666665,0.19554266055783312,1.1916666666666664,0.0,1.1102230246251565e-16,2.7755575615628914e-17,2.220446049250313e-16
0.175,0.5384615384615384,1.1916666666666667,0.6416666666666666,4.833333333333334,0.16622458001768367,0.07002652519893898,True,,s0p175_eq02,4.833333333333334,0.6416666666666665,0.16622458001768337,1.1916666666666664,0.0,1.1102230246251565e-16,3.0531133177191805e-16,2.220446049250313e-16
