case_label,followup_case_id,stress,baseline_state,perturbation_type,seed,amplitude,q_amplitude,T,dt,initial_mean_n,initial_mean_w,initial_mean_q,final_mean_n,final_mean_w,final_mean_q,classification,basin_label,homogeneous_control_classification,homogeneous_control_basin_label,basin_changed_relative_to_homogeneous_control,tail_mean_w,tail_mean_q,relative_change_between_last_windows,normalized_residual,initial_cv_n,initial_cv_w,initial_cv_q,final_cv_n,final_cv_w,final_cv_q,max_cv_n,max_cv_w,max_cv_q,spatial_pattern_persisted,resolved_relative_to_pr23,physical,notes
basin_boundary_state_local_defense_patch_s0.158438_seed20260702,basin_boundary_state_local_defense_patch_s0.158438_seed20260702,0.1584375,basin_boundary_state,local_defense_patch,20260702,0.0,0.2,1600.0,0.1,4.833333333338944,0.06416666666634453,0.012176730526170843,4.833334007345696,0.6416663202009991,0.214150787160384,declining_transient,transient_basin,persistent_steady,persistent_basin,True,0.6416440198748201,0.21415063664312453,-0.042856036086801795,8.904856612013295e-09,1.8376105235153676e-16,0.0,2.685589529402692,2.7887984832444157e-07,1.0829716082986792e-06,1.7813049423060074e-07,0.12965172213396217,0.24848781247135993,2.685589529402692,False,long_transient_unresolved,True,large_initial_or_transient_cv_decayed;transient_classification;long_transient_unresolved
basin_boundary_state_local_defense_patch_s0.158438_seed20260702,basin_boundary_state_local_defense_patch_s0.158438_seed20260702,0.1584375,basin_boundary_state,local_defense_patch,20260702,0.0,0.2,3200.0,0.1,4.833333333338944,0.06416666666634453,0.012176730526170843,4.8333333333334245,0.6416666666666196,0.21415079173700308,persistent_steady,persistent_basin,persistent_steady,persistent_basin,False,0.6416666666667157,0.21415079173699636,-1.2489792734219976e-09,6.874997739315615e-16,1.8376105235153676e-16,0.0,2.685589529402692,1.8791665651499585e-15,7.357338247860687e-15,3.718040993743217e-15,0.12965172213396217,0.24848781247135993,2.685589529402692,False,resolved_to_control,True,large_initial_or_transient_cv_decayed;resolved_to_control
basin_boundary_state_local_defense_patch_s0.158438_seed20260702,basin_boundary_state_local_defense_patch_s0.158438_seed20260702,0.1584375,basin_boundary_state,local_defense_patch,20260702,0.0,0.2,6400.0,0.1,4.833333333338944,0.06416666666634453,0.012176730526170843,4.8333333333334245,0.6416666666666196,0.21415079173700308,persistent_steady,persistent_basin,persistent_steady,persistent_basin,False,0.6416666666666196,0.21415079173700308,0.0,6.874997739315615e-16,1.8376105235153676e-16,0.0,2.685589529402692,1.8791665651499585e-15,7.357338247860687e-15,3.718040993743217e-15,0.12965172213396217,0.24848781247135993,2.685589529402692,False,resolved_to_control,True,large_initial_or_transient_cv_decayed;resolved_to_control
basin_boundary_state_local_defense_patch_s0.164868_seed20260702,basin_boundary_state_local_defense_patch_s0.164868_seed20260702,0.16486816,basin_boundary_state,local_defense_patch,20260702,0.0,0.2,1600.0,0.1,4.833333333338944,0.06416666666634453,0.012176730526170843,4.833336487769685,0.6416650449025806,0.19554274170460947,declining_transient,transient_basin,persistent_steady,persistent_basin,True,0.6416034050517219,0.19554563021888471,-0.05750923639505579,1.9297168716986336e-08,1.8376105235153676e-16,0.0,2.685589529402692,1.002768183424074e-06,3.890652275358311e-06,1.1931191631944036e-06,0.14005046604203542,0.2798946683037406,2.685589529402692,False,long_transient_unresolved,True,large_initial_or_transient_cv_decayed;transient_classification;long_transient_unresolved
basin_boundary_state_local_defense_patch_s0.164868_seed20260702,basin_boundary_state_local_defense_patch_s0.164868_seed20260702,0.16486816,basin_boundary_state,local_defense_patch,20260702,0.0,0.2,3200.0,0.1,4.833333333338944,0.06416666666634453,0.012176730526170843,4.8333333333332895,0.6416666666666897,0.19554266055782688,persistent_steady,persistent_basin,persistent_steady,persistent_basin,False,0.6416666666673234,0.1955426605577539,7.166351420193482e-08,6.77105685502134e-16,1.8376105235153676e-16,0.0,2.685589529402692,4.69348001415119e-15,1.8280766825877938e-14,8.899168106907262e-15,0.14005046604203542,0.2798946683037406,2.685589529402692,False,resolved_to_control,True,large_initial_or_transient_cv_decayed;resolved_to_control
basin_boundary_state_local_defense_patch_s0.164868_seed20260702,basin_boundary_state_local_defense_patch_s0.164868_seed20260702,0.16486816,basin_boundary_state,local_defense_patch,20260702,0.0,0.2,6400.0,0.1,4.833333333338944,0.06416666666634453,0.012176730526170843,4.8333333333332895,0.6416666666666897,0.19554266055782688,persistent_steady,persistent_basin,persistent_steady,persistent_basin,False,0.6416666666666897,0.19554266055782685,0.0,6.77105685502134e-16,1.8376105235153676e-16,0.0,2.685589529402692,4.69348001415119e-15,1.8280766825877938e-14,8.899168106907262e-15,0.14005046604203542,0.2798946683037406,2.685589529402692,False,resolved_to_control,True,large_initial_or_transient_cv_decayed;resolved_to_control
